SchemaName,TableName,TableDescription,ColumnOrder,ColumnName,DataType,MaxLength,precision,scale,IsNullable,ColumnDescription
dbo,TFONCTION,,2,code,nvarchar,256,0,0,1,
dbo,TFONCTION,,3,idOTP,int,4,10,0,1,
dbo,TFONCTION,,4,oid,TOID,32,0,0,0,
dbo,TFONCTION,,5,UpdDate,datetime,8,23,3,1,
dbo,TFONCTION,,6,UpdStamp,char,16,0,0,1,
dbo,TFONCTION,,7,UpdUser,nvarchar,48,0,0,1,
dbo,TFORMATDEFINITIONFICHIER,,1,Caption,nvarchar,256,0,0,1,
dbo,TFORMATDEFINITIONFICHIER,,2,code,nvarchar,256,0,0,1,
dbo,TFORMATDEFINITIONFICHIER,,3,customChars,nvarchar,256,0,0,1,
dbo,TFORMATDEFINITIONFICHIER,,4,fichierEntree,nvarchar,256,0,0,1,
dbo,TFORMATDEFINITIONFICHIER,,5,filterChar,smallint,2,5,0,1,
dbo,TFORMATDEFINITIONFICHIER,,6,forceOldEngine,bit,1,1,0,1,
dbo,TFORMATDEFINITIONFICHIER,,7,formatVersion,smallint,2,5,0,1,
dbo,TFORMATDEFINITIONFICHIER,,8,headerOnly,bit,1,1,0,1,
dbo,TFORMATDEFINITIONFICHIER,,9,idOTP,int,4,10,0,1,
dbo,TFORMATDEFINITIONFICHIER,,10,infosTechnique,nvarchar,-1,0,0,1,
dbo,TFORMATDEFINITIONFICHIER,,11,natureFormatDefinition,smallint,2,5,0,1,
dbo,TFORMATDEFINITIONFICHIER,,12,nomClasseGeneration,nvarchar,256,0,0,1,
dbo,TFORMATDEFINITIONFICHIER,,13,oid,TOID,32,0,0,0,
dbo,TFORMATDEFINITIONFICHIER,,14,UpdDate,datetime,8,23,3,1,
dbo,TFORMATDEFINITIONFICHIER,,15,UpdStamp,char,16,0,0,1,
dbo,TFORMATDEFINITIONFICHIER,,16,UpdUser,nvarchar,48,0,0,1,
dbo,TFORMATDEFINITIONFICHIER,,17,xsdPath,nvarchar,1024,0,0,1,
dbo,TFORMATDEFINITIONFICHIER,,18,estRemiseParRemiseInterdit,bit,1,1,0,1,
dbo,TFORMATDEFINITIONFICHIER,,19,tailleEnregistrement,int,4,10,0,1,
dbo,TFORMATDEFINITIONFICHIER,,20,separateurDonneeComposite,nvarchar,256,0,0,1,
dbo,TFORMATDEFINITIONFICHIER,,21,separateurDonneElementaire,nvarchar,256,0,0,1,
dbo,TFORMATDEFINITIONFICHIER,,22,separateurEchappement,nvarchar,256,0,0,1,
dbo,TFORMATDEFINITIONFICHIER,,23,separateurFinDeLigne,nvarchar,256,0,0,1,
dbo,TFORMATTELEPAIEMENT,,1,Alignement,smallint,2,5,0,1,
dbo,TFORMATTELEPAIEMENT,,2,Caption,nvarchar,256,0,0,1,
dbo,TFORMATTELEPAIEMENT,,3,Code,nvarchar,256,0,0,1,
dbo,TFORMATTELEPAIEMENT,,4,CodeEnregistrement,nvarchar,256,0,0,1,
dbo,TFORMATTELEPAIEMENT,,5,FormatDate,nvarchar,256,0,0,1,
dbo,TFORMATTELEPAIEMENT,,6,idOTP,int,4,10,0,1,
dbo,TFORMATTELEPAIEMENT,,7,Longeur,int,4,10,0,1,
dbo,TFORMATTELEPAIEMENT,,8,Obligatoire,bit,1,1,0,1,
dbo,TFORMATTELEPAIEMENT,,9,oid,TOID,32,0,0,0,
dbo,TFORMATTELEPAIEMENT,,10,Position,int,4,10,0,1,
dbo,TFORMATTELEPAIEMENT,,11,Remplissage,nvarchar,256,0,0,1,
dbo,TFORMATTELEPAIEMENT,,12,TypeFormat,smallint,2,5,0,1,
dbo,TFORMATTELEPAIEMENT,,13,UpdDate,datetime,8,23,3,1,
dbo,TFORMATTELEPAIEMENT,,14,UpdStamp,char,16,0,0,1,
dbo,TFORMATTELEPAIEMENT,,15,UpdUser,nvarchar,48,0,0,1,
dbo,TFORMATTELEPAIEMENT,,16,ValeurParDefaut,nvarchar,256,0,0,1,
dbo,TFORMEJURIDIQUE,,1,Caption,nvarchar,256,0,0,1,
dbo,TFORMEJURIDIQUE,,2,code,nvarchar,256,0,0,1,
dbo,TFORMEJURIDIQUE,,3,idOTP,int,4,10,0,1,
dbo,TFORMEJURIDIQUE,,4,oid,TOID,32,0,0,0,
dbo,TFORMEJURIDIQUE,,5,UpdDate,datetime,8,23,3,1,
dbo,TFORMEJURIDIQUE,,6,UpdStamp,char,16,0,0,1,
dbo,TFORMEJURIDIQUE,,7,UpdUser,nvarchar,48,0,0,1,
dbo,TFORMULAIREETAT,,1,Caption,nvarchar,256,0,0,1,
dbo,TFORMULAIREETAT,,2,code,nvarchar,256,0,0,1,
dbo,TFORMULAIREETAT,,3,idOTP,int,4,10,0,1,
dbo,TFORMULAIREETAT,,4,oid,TOID,32,0,0,0,
dbo,TFORMULAIREETAT,,5,oidEtatPreparatoire,TOID,32,0,0,1,
dbo,TFORMULAIREETAT,,6,UpdDate,datetime,8,23,3,1,
dbo,TFORMULAIREETAT,,7,UpdStamp,char,16,0,0,1,
dbo,TFORMULAIREETAT,,8,UpdUser,nvarchar,48,0,0,1,
dbo,TFOURCHETTECOMPTEIMMO,,1,Caption,nvarchar,256,0,0,1,
dbo,TFOURCHETTECOMPTEIMMO,,2,commentaire,nvarchar,-1,0,0,1,
dbo,TFOURCHETTECOMPTEIMMO,,3,compteInferieur,nvarchar,256,0,0,1,
dbo,TFOURCHETTECOMPTEIMMO,,4,compteSuperieur,nvarchar,256,0,0,1,
dbo,TFOURCHETTECOMPTEIMMO,,5,idOTP,int,4,10,0,1,
dbo,TFOURCHETTECOMPTEIMMO,,6,oid,TOID,32,0,0,0,
dbo,TFOURCHETTECOMPTEIMMO,,7,UpdDate,datetime,8,23,3,1,
dbo,TFOURCHETTECOMPTEIMMO,,8,UpdStamp,char,16,0,0,1,
dbo,TFOURCHETTECOMPTEIMMO,,9,UpdUser,nvarchar,48,0,0,1,
dbo,TFOURCHETTECOMPTEIMMO,,10,oidregroupementCompte,TOID,32,0,0,1,
dbo,TFOURCHETTECOMPTEINTERDIT,,1,Caption,nvarchar,256,0,0,1,
dbo,TFOURCHETTECOMPTEINTERDIT,,2,commentaire,nvarchar,-1,0,0,1,
dbo,TFOURCHETTECOMPTEINTERDIT,,3,compteInferieur,nvarchar,256,0,0,1,
dbo,TFOURCHETTECOMPTEINTERDIT,,4,compteSuperieur,nvarchar,256,0,0,1,
dbo,TFOURCHETTECOMPTEINTERDIT,,5,idOTP,int,4,10,0,1,
dbo,TFOURCHETTECOMPTEINTERDIT,,6,oid,TOID,32,0,0,0,
dbo,TFOURCHETTECOMPTEINTERDIT,,7,UpdDate,datetime,8,23,3,1,
dbo,TFOURCHETTECOMPTEINTERDIT,,8,UpdStamp,char,16,0,0,1,
dbo,TFOURCHETTECOMPTEINTERDIT,,9,UpdUser,nvarchar,48,0,0,1,
dbo,TFOURCHETTECOMPTEINTERDIT,,10,oidjournalInterdit,TOID,32,0,0,1,
dbo,TFOURCHETTECOMPTEMULTISOC,,1,Caption,nvarchar,256,0,0,1,
dbo,TFOURCHETTECOMPTEMULTISOC,,2,commentaire,nvarchar,-1,0,0,1,
dbo,TFOURCHETTECOMPTEMULTISOC,,3,compteInferieur,nvarchar,256,0,0,1,
dbo,TFOURCHETTECOMPTEMULTISOC,,4,compteSuperieur,nvarchar,256,0,0,1,
dbo,TFOURCHETTECOMPTEMULTISOC,,5,idOTP,int,4,10,0,1,
dbo,TFOURCHETTECOMPTEMULTISOC,,6,oid,TOID,32,0,0,0,
dbo,TFOURCHETTECOMPTEMULTISOC,,7,UpdDate,datetime,8,23,3,1,
dbo,TFOURCHETTECOMPTEMULTISOC,,8,UpdStamp,char,16,0,0,1,
dbo,TFOURCHETTECOMPTEMULTISOC,,9,UpdUser,nvarchar,48,0,0,1,
dbo,TFOURCHETTECOMPTEMULTISOC,,10,oidPlanCompte,TOID,32,0,0,1,
dbo,TFOURCHETTECOMPTEPLAN,,1,Caption,nvarchar,256,0,0,1,
dbo,TFOURCHETTECOMPTEPLAN,,2,commentaire,nvarchar,-1,0,0,1,
dbo,TFOURCHETTECOMPTEPLAN,,3,compteInferieur,nvarchar,256,0,0,1,
dbo,TFOURCHETTECOMPTEPLAN,,4,compteSuperieur,nvarchar,256,0,0,1,
dbo,TFOURCHETTECOMPTEPLAN,,5,idOTP,int,4,10,0,1,
dbo,TFOURCHETTECOMPTEPLAN,,6,oid,TOID,32,0,0,0,
dbo,TFOURCHETTECOMPTEPLAN,,7,UpdDate,datetime,8,23,3,1,
dbo,TFOURCHETTECOMPTEPLAN,,8,UpdStamp,char,16,0,0,1,
dbo,TFOURCHETTECOMPTEPLAN,,9,UpdUser,nvarchar,48,0,0,1,
dbo,TFOURCHETTECOMPTEPLAN,,10,oidPlanCompteDetail,TOID,32,0,0,1,
dbo,TFOURCHETTECOMPTEPROFIL,,1,Caption,nvarchar,256,0,0,1,
dbo,TFOURCHETTECOMPTEPROFIL,,2,commentaire,nvarchar,-1,0,0,1,
dbo,TFOURCHETTECOMPTEPROFIL,,3,compteInferieur,nvarchar,256,0,0,1,
dbo,TFOURCHETTECOMPTEPROFIL,,4,compteSuperieur,nvarchar,256,0,0,1,
dbo,TFOURCHETTECOMPTEPROFIL,,5,idOTP,int,4,10,0,1,
dbo,TFOURCHETTECOMPTEPROFIL,,6,oid,TOID,32,0,0,0,
dbo,TFOURCHETTECOMPTEPROFIL,,7,UpdDate,datetime,8,23,3,1,
dbo,TFOURCHETTECOMPTEPROFIL,,8,UpdStamp,char,16,0,0,1,
dbo,TFOURCHETTECOMPTEPROFIL,,9,UpdUser,nvarchar,48,0,0,1,
dbo,TFOURCHETTECOMPTEPROFIL,,10,oidCompteProfil,TOID,32,0,0,1,
dbo,TFOURCHETTECPTPRIVILEGIE,,1,Caption,nvarchar,256,0,0,1,
dbo,TFOURCHETTECPTPRIVILEGIE,,2,commentaire,nvarchar,-1,0,0,1,
dbo,TFOURCHETTECPTPRIVILEGIE,,3,compteInferieur,nvarchar,256,0,0,1,
dbo,TFOURCHETTECPTPRIVILEGIE,,4,compteSuperieur,nvarchar,256,0,0,1,
dbo,TFOURCHETTECPTPRIVILEGIE,,5,idOTP,int,4,10,0,1,
dbo,TFOURCHETTECPTPRIVILEGIE,,6,oid,TOID,32,0,0,0,
dbo,TFOURCHETTECPTPRIVILEGIE,,7,UpdDate,datetime,8,23,3,1,
dbo,TFOURCHETTECPTPRIVILEGIE,,8,UpdStamp,char,16,0,0,1,
dbo,TFOURCHETTECPTPRIVILEGIE,,9,UpdUser,nvarchar,48,0,0,1,
dbo,TFOURCHETTECPTPRIVILEGIE,,10,oidjournalPrivilegie,TOID,32,0,0,1,
dbo,TFOURCHETTEGROUPE,,1,Caption,nvarchar,256,0,0,1,
dbo,TFOURCHETTEGROUPE,,2,commentaire,nvarchar,-1,0,0,1,
dbo,TFOURCHETTEGROUPE,,3,compteInferieur,nvarchar,256,0,0,1,
dbo,TFOURCHETTEGROUPE,,4,compteSuperieur,nvarchar,256,0,0,1,
dbo,TFOURCHETTEGROUPE,,5,idOTP,int,4,10,0,1,
dbo,TFOURCHETTEGROUPE,,6,oid,TOID,32,0,0,0,
dbo,TFOURCHETTEGROUPE,,7,UpdDate,datetime,8,23,3,1,
dbo,TFOURCHETTEGROUPE,,8,UpdStamp,char,16,0,0,1,
dbo,TFOURCHETTEGROUPE,,9,UpdUser,nvarchar,48,0,0,1,
dbo,TFOURCHETTEGROUPE,,10,oidPositionGroupe,TOID,32,0,0,1,
dbo,TFOURCHETTERUBRIQUE,,1,Caption,nvarchar,256,0,0,1,
dbo,TFOURCHETTERUBRIQUE,,2,commentaire,nvarchar,-1,0,0,1,
dbo,TFOURCHETTERUBRIQUE,,3,compteInferieur,nvarchar,256,0,0,1,
dbo,TFOURCHETTERUBRIQUE,,4,compteSuperieur,nvarchar,256,0,0,1,
dbo,TFOURCHETTERUBRIQUE,,5,idOTP,int,4,10,0,1,
dbo,TFOURCHETTERUBRIQUE,,6,oid,TOID,32,0,0,0,
dbo,TFOURCHETTERUBRIQUE,,7,UpdDate,datetime,8,23,3,1,
dbo,TFOURCHETTERUBRIQUE,,8,UpdStamp,char,16,0,0,1,
dbo,TFOURCHETTERUBRIQUE,,9,UpdUser,nvarchar,48,0,0,1,
dbo,TFOURCHETTERUBRIQUE,,10,oidRubriqueLiasse,TOID,32,0,0,1,
dbo,TFOURCHETTERUBRIQUE,,11,sensLiasse,smallint,2,5,0,1,
dbo,TFOURNISSEURCLASSIFICATION,,1,Caption,nvarchar,256,0,0,1,
dbo,TFOURNISSEURCLASSIFICATION,,2,idOTP,int,4,10,0,1,
dbo,TFOURNISSEURCLASSIFICATION,,3,oid,TOID,32,0,0,0,
dbo,TFOURNISSEURCLASSIFICATION,,4,oidParent,TOID,32,0,0,1,
dbo,TFOURNISSEURCLASSIFICATION,,5,UpdDate,datetime,8,23,3,1,
dbo,TFOURNISSEURCLASSIFICATION,,6,UpdStamp,char,16,0,0,1,
dbo,TFOURNISSEURCLASSIFICATION,,7,UpdUser,nvarchar,48,0,0,1,
dbo,TFRAISREGLEMENT,,1,Caption,nvarchar,256,0,0,1,
dbo,TFRAISREGLEMENT,,2,idOTP,int,4,10,0,1,
dbo,TFRAISREGLEMENT,,3,montant,money,8,19,4,1,
dbo,TFRAISREGLEMENT,,4,montant_CodeDevise,nvarchar,6,0,0,1,
dbo,TFRAISREGLEMENT,,5,montant_Date,datetime,8,23,3,1,
dbo,TFRAISREGLEMENT,,6,montant_TCConv,nvarchar,256,0,0,1,
dbo,TFRAISREGLEMENT,,7,montant_TCValue,money,8,19,4,1,
dbo,TFRAISREGLEMENT,,8,montant_RPConv,nvarchar,256,0,0,1,
dbo,TFRAISREGLEMENT,,9,montant_RPValue,money,8,19,4,1,
dbo,TFRAISREGLEMENT,,10,oid,TOID,32,0,0,0,
dbo,TFRAISREGLEMENT,,11,oidbordereauReglement,TOID,32,0,0,1,
dbo,TFRAISREGLEMENT,,12,oidcompteGeneral,TOID,32,0,0,1,
dbo,TFRAISREGLEMENT,,13,UpdDate,datetime,8,23,3,1,
dbo,TFRAISREGLEMENT,,14,UpdStamp,char,16,0,0,1,
dbo,TFRAISREGLEMENT,,15,UpdUser,nvarchar,48,0,0,1,
dbo,TFRAISSALARIE,,1,Caption,nvarchar,256,0,0,1,
dbo,TFRAISSALARIE,,2,code,nvarchar,256,0,0,1,
dbo,TFRAISSALARIE,,3,commentaire,nvarchar,-1,0,0,1,
dbo,TFRAISSALARIE,,4,facturable,bit,1,1,0,1,
dbo,TFRAISSALARIE,,5,idOTP,int,4,10,0,1,
dbo,TFRAISSALARIE,,6,modeRemboursement,smallint,2,5,0,1,
dbo,TFRAISSALARIE,,7,montantPlafond,money,8,19,4,1,
dbo,TFRAISSALARIE,,8,montantPlafond_CodeDevise,nvarchar,6,0,0,1,
dbo,TFRAISSALARIE,,9,oid,TOID,32,0,0,0,
dbo,TFRAISSALARIE,,10,oidCompteGeneral,TOID,32,0,0,1,
dbo,TFRAISSALARIE,,11,oidProfilTVA,TOID,32,0,0,1,
dbo,TFRAISSALARIE,,12,oidUnite,TOID,32,0,0,1,
dbo,TFRAISSALARIE,,13,plafonnementNF,smallint,2,5,0,1,
dbo,TFRAISSALARIE,,14,prixTarif,bit,1,1,0,1,
dbo,TFRAISSALARIE,,15,UpdDate,datetime,8,23,3,1,
dbo,TFRAISSALARIE,,16,UpdStamp,char,16,0,0,1,
dbo,TFRAISSALARIE,,17,UpdUser,nvarchar,48,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,1,approcheIAS,bit,1,1,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,2,approcheNationale,bit,1,1,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,3,Caption,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,4,captionPlan_1_Centre_1,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,5,captionPlan_1_Centre_2,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,6,captionPlan_1_Centre_3,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,7,captionPlan_1_Centre_4,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,8,captionPlan_2_Centre_1,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,9,captionPlan_2_Centre_2,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,10,captionPlan_2_Centre_3,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,11,captionPlan_2_Centre_4,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,12,captionPlan_3_Centre_1,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,13,captionPlan_3_Centre_2,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,14,captionPlan_3_Centre_3,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,15,captionPlan_3_Centre_4,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,16,captionPlan_4_Centre_1,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,17,captionPlan_4_Centre_2,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,18,captionPlan_4_Centre_3,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,19,captionPlan_4_Centre_4,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,20,captionPlan_5_Centre_1,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,21,captionPlan_5_Centre_2,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,22,captionPlan_5_Centre_3,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,23,captionPlan_5_Centre_4,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,24,captionPlan_6_Centre_1,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,25,captionPlan_6_Centre_2,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,26,captionPlan_6_Centre_3,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,27,captionPlan_6_Centre_4,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,28,captionPlan_7_Centre_1,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,29,captionPlan_7_Centre_2,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,30,captionPlan_7_Centre_3,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,31,captionPlan_7_Centre_4,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,32,captionPlan_8_Centre_1,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,33,captionPlan_8_Centre_2,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,34,captionPlan_8_Centre_3,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,35,captionPlan_8_Centre_4,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,36,ecartSurPrix,money,8,19,4,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,37,ecartSurPrix_CodeDevise,nvarchar,6,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,38,ecartSurQuantite,money,8,19,4,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,39,ecartSurQuantite_CodeDevise,nvarchar,6,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,40,ecartTotal,money,8,19,4,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,41,ecartTotal_CodeDevise,nvarchar,6,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,42,idOTP,int,4,10,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,43,montantAvancement,money,8,19,4,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,44,montantAvancement_CodeDevise,nvarchar,6,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,45,montantBudgete,money,8,19,4,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,46,montantBudgete_CodeDevise,nvarchar,6,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,47,montantCreditReel,money,8,19,4,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,48,montantCreditReel_CodeDevise,nvarchar,6,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,49,montantCreditSimul,money,8,19,4,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,50,montantCreditSimul_CodeDevise,nvarchar,6,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,51,montantDebitReel,money,8,19,4,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,52,montantDebitReel_CodeDevise,nvarchar,6,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,53,montantDebitSimul,money,8,19,4,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,54,montantDebitSimul_CodeDevise,nvarchar,6,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,55,montantDeverse,money,8,19,4,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,56,montantDeverse_CodeDevise,nvarchar,6,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,57,montantRecu,money,8,19,4,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,58,montantRecu_CodeDevise,nvarchar,6,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,59,montantTotal,money,8,19,4,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,60,montantTotal_CodeDevise,nvarchar,6,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,61,montantTotalSimul,money,8,19,4,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,62,montantTotalSimul_CodeDevise,nvarchar,6,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,63,oid,TOID,32,0,0,0,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,64,oidEspaceAnalytiqueAPlat,TOID,32,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,65,oidGroupeCumulAnalytique,TOID,32,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,66,oidNature_1,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,67,oidNature_2,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,68,oidNature_3,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,69,oidNature_4,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,70,oidperiode,TOID,32,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,71,oidPlan_1_Centre_1,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,72,oidPlan_1_Centre_2,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,73,oidPlan_1_Centre_3,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,74,oidPlan_1_Centre_4,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,75,oidPlan_2_Centre_1,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,76,oidPlan_2_Centre_2,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,77,oidPlan_2_Centre_3,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,78,oidPlan_2_Centre_4,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,79,oidPlan_3_Centre_1,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,80,oidPlan_3_Centre_2,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,81,oidPlan_3_Centre_3,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,82,oidPlan_3_Centre_4,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,83,oidPlan_4_Centre_1,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,84,oidPlan_4_Centre_2,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,85,oidPlan_4_Centre_3,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,86,oidPlan_4_Centre_4,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,87,oidPlan_5_Centre_1,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,88,oidPlan_5_Centre_2,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,89,oidPlan_5_Centre_3,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,90,oidPlan_5_Centre_4,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,91,oidPlan_6_Centre_1,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,92,oidPlan_6_Centre_2,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,93,oidPlan_6_Centre_3,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,94,oidPlan_6_Centre_4,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,95,oidPlan_7_Centre_1,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,96,oidPlan_7_Centre_2,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,97,oidPlan_7_Centre_3,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,98,oidPlan_7_Centre_4,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,99,oidPlan_8_Centre_1,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,100,oidPlan_8_Centre_2,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,101,oidPlan_8_Centre_3,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,102,oidPlan_8_Centre_4,nvarchar,256,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,103,oidpointAnalytique,TOID,32,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,104,pourcentageEcart,float,8,53,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,105,pourcentageEcart_Decimales,int,4,10,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,106,prixStandard,money,8,19,4,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,107,prixStandard_CodeDevise,nvarchar,6,0,0,1,
dbo,TGROUPCUMULANALYTIQUEAPLAT,,108,prixUnitaireBudget,money,8,19,4,1,
